file,energy/Ha,E(LUMO)/eV,E(HOMO)/eV,gap/eV,dipole moment magnitude (a.u.)
qm7_6771.xyz,-306.647676763579,1.5758,-5.9291,7.5049,0.79225
qm7_6772.xyz,-305.439559588928,1.0244,-6.2152,7.2396,1.63567
qm7_6773.xyz,-304.218542546445,0.3823,-6.9258,7.3081,1.31200
qm7_6774.xyz,-305.403695238542,0.5481,-5.9705,6.5186,0.92075
qm7_6775.xyz,-272.202942964703,0.5254,-6.7067,7.2321,0.11544
qm7_6776.xyz,-289.425246161024,1.6293,-5.8299,7.4592,0.43508
qm7_6777.xyz,-288.200728156186,0.5028,-6.0515,6.5543,0.35982
qm7_6778.xyz,-290.664665633311,1.718,-5.8339,7.5519,0.38185
qm7_6779.xyz,-288.205375887551,-0.9289,-6.5292,5.6003,0.31412
qm7_678.xyz,-268.805862895094,-2.1929,-7.2922,5.0993,1.53391
qm7_6780.xyz,-290.632688894837,1.7748,-5.7744,7.5492,0.28980
qm7_6781.xyz,-289.433730237681,0.3729,-6.4422,6.8151,0.44015
qm7_6782.xyz,-306.672703544964,1.5984,-5.871,7.4694,0.73544
qm7_6783.xyz,-306.649893095031,1.4236,-5.961,7.3846,0.57408
qm7_6784.xyz,-306.644524792670,1.6421,-6.1845,7.8266,0.83663
qm7_6785.xyz,-306.654530725019,1.589,-6.1747,7.7637,0.87068
qm7_6786.xyz,-272.163674779333,0.6047,-6.8864,7.4911,0.02986
qm7_6787.xyz,-288.214789643379,-0.4724,-6.2582,5.7858,0.53970
qm7_6788.xyz,-289.437204091275,0.6321,-6.2757,6.9078,0.42365
qm7_6789.xyz,-290.640809656347,1.6414,-6.6103,8.2517,0.51363
qm7_679.xyz,-268.797240604957,-1.9275,-7.1997,5.2722,1.00205
qm7_6790.xyz,-290.665900562806,1.6468,-6.3522,7.999,0.46020
qm7_6791.xyz,-289.440768882694,0.7707,-6.1865,6.9572,0.39814
qm7_6792.xyz,-303.065926756439,-1.2763,-7.0191,5.7428,0.25773
qm7_6793.xyz,-304.279578479729,0.9083,-6.2076,7.1159,1.45816
qm7_6794.xyz,-306.672123650234,1.5176,-5.8721,7.3897,0.71405
qm7_6795.xyz,-306.645719397434,1.6049,-6.1153,7.7202,0.78664
qm7_6796.xyz,-305.480823959738,1.0942,-6.1268,7.221,1.11429
qm7_6797.xyz,-270.992366991373,-0.9063,-6.319,5.4127,0.12440
qm7_6798.xyz,-305.465290395716,0.92,-5.9563,6.8763,1.13237
qm7_6799.xyz,-304.291726845667,1.0921,-5.9625,7.0546,1.49372
qm7_68.xyz,-230.737975094143,0.8258,-7.7445,8.5703,0.57079
qm7_680.xyz,-267.543806566600,-2.3324,-7.6489,5.3165,1.42854
qm7_6800.xyz,-304.277310925350,0.9801,-6.084,7.0641,1.70532
qm7_6801.xyz,-306.645102430794,1.6992,-6.0561,7.7553,0.49254
qm7_6802.xyz,-305.465024362127,0.8878,-5.9663,6.8541,1.20367
qm7_6803.xyz,-303.069666578500,-1.0731,-7.1579,6.0848,1.11002
qm7_6804.xyz,-304.240878638156,0.3358,-6.2096,6.5454,1.27776
qm7_6805.xyz,-304.252922923506,0.0252,-6.2551,6.2803,1.01624
qm7_6806.xyz,-304.251929880962,-0.1994,-5.4185,5.2191,1.35086
qm7_6807.xyz,-304.255697521422,0.2802,-5.458,5.7382,1.24400
qm7_6808.xyz,-272.211958756065,-0.6612,-6.1392,5.478,0.29628
qm7_6809.xyz,-306.639226586029,1.5469,-5.9301,7.477,0.96616
qm7_681.xyz,-270.023301709837,-0.4827,-7.2298,6.7471,0.94155
qm7_6810.xyz,-305.437750455897,0.4138,-5.7869,6.2007,0.77761
qm7_6811.xyz,-305.475422715377,1.17,-6.1157,7.2857,1.28121
qm7_6812.xyz,-305.486260333576,1.4154,-6.1833,7.5987,1.18768
qm7_6813.xyz,-288.263152427271,1.3688,-5.6924,7.0612,0.63765
qm7_6814.xyz,-304.273753336693,1.6164,-5.0394,6.6558,0.64924
qm7_6815.xyz,-288.265080914242,1.2731,-5.5344,6.8075,0.75414
qm7_6816.xyz,-304.276698675488,1.5696,-5.3741,6.9437,0.59216
qm7_6817.xyz,-304.270713694133,0.8667,-6.638,7.5047,0.76473
qm7_6818.xyz,-302.968113413185,-1.3851,-6.5009,5.1158,1.18065
qm7_6819.xyz,-272.202841954146,0.5293,-6.6793,7.2086,0.02129
qm7_682.xyz,-231.686349148338,-1.4474,-6.4726,5.0252,0.05751
qm7_6820.xyz,-304.192608191308,-0.1538,-6.6835,6.5297,1.39759
qm7_6821.xyz,-304.224950197130,-1.1228,-7.2183,6.0955,1.88512
qm7_6822.xyz,-305.449124166242,0.6659,-5.8114,6.4773,0.80182
qm7_6823.xyz,-304.261938248876,0.7828,-6.5871,7.3699,0.91002
qm7_6824.xyz,-304.213371547334,0.2412,-6.0418,6.283,0.73284
qm7_6825.xyz,-305.447681821257,0.7605,-5.925,6.6855,0.84801
qm7_6826.xyz,-289.403002131779,1.7314,-6.8064,8.5378,0.69418
qm7_6827.xyz,-305.402005319305,1.6742,-6.6801,8.3543,0.09804
qm7_6828.xyz,-289.407739918402,0.6832,-6.5592,7.2424,0.84340
qm7_6829.xyz,-289.401035525320,0.5145,-6.8625,7.377,0.63970
qm7_683.xyz,-271.236307995303,0.3651,-7.1344,7.4995,0.73630
qm7_6830.xyz,-273.432889417028,0.724,-6.7601,7.4841,0.13209
qm7_6831.xyz,-273.431089795167,1.6243,-7.8759,9.5002,0.03814
qm7_6832.xyz,-288.148098899544,1.4054,-6.9136,8.319,0.82779
qm7_6833.xyz,-306.640247732074,1.8012,-6.5553,8.3565,0.91111
qm7_6834.xyz,-306.647114880434,1.7811,-6.4637,8.2448,0.36799
qm7_6835.xyz,-304.221121612034,1.0317,-7.3936,8.4253,1.93829
qm7_6836.xyz,-289.422566019414,1.7414,-6.2059,7.9473,0.45767
qm7_6837.xyz,-304.244286764519,1.075,-6.0114,7.0864,1.21762
qm7_6838.xyz,-290.627313076529,1.6374,-6.0134,7.6508,0.52621
qm7_6839.xyz,-290.636727054656,1.57,-6.0812,7.6512,0.60993
qm7_684.xyz,-271.237743629987,0.5733,-6.8767,7.45,0.64792
qm7_6840.xyz,-289.401931704759,0.2592,-5.8989,6.1581,0.54977
qm7_6841.xyz,-288.148732641819,1.1534,-6.2536,7.407,0.66005
qm7_6842.xyz,-272.173417187397,0.3651,-6.4719,6.837,0.10880
qm7_6843.xyz,-306.642419799475,1.7248,-6.1633,7.8881,0.14466
qm7_6844.xyz,-306.645461133684,1.6613,-6.2322,7.8935,0.79678
qm7_6845.xyz,-306.656111174957,1.4488,-5.8796,7.3284,0.96681
qm7_6846.xyz,-306.648024818518,1.5116,-6.0226,7.5342,0.67451
qm7_6847.xyz,-304.221054622605,0.7642,-6.7298,7.494,1.89030
qm7_6848.xyz,-289.437217394059,1.8516,-6.3808,8.2324,0.39940
qm7_6849.xyz,-304.228537857955,0.358,-6.8422,7.2002,0.60417
qm7_685.xyz,-270.039784354720,-1.2883,-7.1927,5.9044,1.38395
qm7_6850.xyz,-305.441165690739,1.6594,-6.3972,8.0566,0.83905
qm7_6851.xyz,-290.642115689389,1.6408,-6.1691,7.8099,0.44082
qm7_6852.xyz,-289.440206037178,0.7881,-6.1116,6.8997,0.50303
qm7_6853.xyz,-272.204787976516,0.5833,-6.5069,7.0902,0.14954
qm7_6854.xyz,-289.435633126654,0.4059,-6.4912,6.8971,0.36008
qm7_6855.xyz,-306.674639434149,1.5944,-5.911,7.5054,0.33170
qm7_6856.xyz,-306.658291912079,1.4694,-6.2473,7.7167,0.68859
qm7_6857.xyz,-306.650775267325,1.6064,-6.1706,7.777,0.59173
qm7_6858.xyz,-290.672691563328,1.3323,-6.5409,7.8732,0.46522
qm7_6859.xyz,-288.215507576466,-0.6862,-6.1104,5.4242,0.41415
qm7_686.xyz,-271.237277956293,0.435,-7.0763,7.5113,0.72101
qm7_6860.xyz,-289.444907154308,0.6471,-6.5672,7.2143,0.44462
qm7_6861.xyz,-289.445133701135,0.6006,-6.4708,7.0714,0.40484
qm7_6862.xyz,-289.438354469105,0.557,-5.9134,6.4704,0.40963
qm7_6863.xyz,-289.440639077771,0.7624,-5.9557,6.7181,0.50447
qm7_6864.xyz,-272.171201792819,0.3064,-6.4992,6.8056,0.11149
qm7_6865.xyz,-289.441366759337,0.7514,-6.0969,6.8483,0.35959
qm7_6866.xyz,-303.073715711735,-1.0272,-7.0731,6.0459,0.62373
qm7_6867.xyz,-305.481344221671,1.222,-6.0153,7.2373,1.22678
qm7_6868.xyz,-304.256778316806,-0.0937,-5.4302,5.3365,1.31431
qm7_6869.xyz,-304.258537027720,-0.0685,-5.5793,5.5108,1.52608
qm7_687.xyz,-270.041725713088,-1.3029,-7.0352,5.7323,1.47467
qm7_6870.xyz,-304.279176453198,0.9477,-6.1293,7.077,1.56289
qm7_6871.xyz,-306.673509549650,1.3101,-5.9349,7.245,0.54033
qm7_6872.xyz,-306.654362575091,1.4443,-6.4641,7.9084,0.18890
qm7_6873.xyz,-304.220324401560,0.0711,-6.989,7.0601,0.75416
qm7_6874.xyz,-304.253588742704,0.1958,-5.8162,6.012,0.92882
qm7_6875.xyz,-272.202622510327,0.5224,-6.5057,7.0281,0.09950
qm7_6876.xyz,-305.474597539918,1.036,-6.2389,7.2749,1.15179
qm7_6877.xyz,-303.044518199436,-1.4971,-6.1618,4.6647,0.98687
qm7_6878.xyz,-303.035121305352,-2.4461,-7.6724,5.2263,1.13906
qm7_6879.xyz,-304.259771165840,-0.4276,-6.3123,5.8847,1.48072
qm7_688.xyz,-270.025918607342,-0.7157,-7.0229,6.3072,1.18596
qm7_6880.xyz,-304.289743697214,0.9534,-5.9752,6.9286,1.46296
qm7_6881.xyz,-304.274512675603,1.4479,-4.893,6.3409,0.72791
qm7_6882.xyz,-304.201896149694,0.0837,-6.522,6.6057,1.36102
qm7_6883.xyz,-304.215898457243,0.7177,-5.7858,6.5035,0.86650
qm7_6884.xyz,-302.996911893893,-2.7185,-7.2312,4.5127,2.07996
qm7_6885.xyz,-304.224859875994,-0.6963,-5.6266,4.9303,0.71280
qm7_6886.xyz,-273.402715354255,0.6533,-6.7575,7.4108,0.27860
qm7_6887.xyz,-305.444973967600,0.5268,-6.0002,6.527,0.88662
qm7_6888.xyz,-304.220833710609,-0.7878,-5.7507,4.9629,0.82664
qm7_6889.xyz,-305.452393611185,0.8087,-5.7384,6.5471,0.76580
qm7_689.xyz,-271.236899240091,0.2453,-7.2062,7.4515,0.74796
qm7_6890.xyz,-304.221752209975,-1.0052,-6.605,5.5998,1.62289
qm7_6891.xyz,-304.234376340714,-0.9957,-7.1158,6.1201,1.83400
qm7_6892.xyz,-304.223935527996,-0.6743,-5.5742,4.8999,0.67032
qm7_6893.xyz,-304.221533433516,-0.8134,-5.7269,4.9135,0.78924
qm7_6894.xyz,-290.637024266612,1.888,-6.5294,8.4174,0.45912
qm7_6895.xyz,-286.983781151425,-0.3057,-7.6864,7.3807,1.60197
qm7_6896.xyz,-285.729879078449,0.0461,-7.8099,7.856,1.46019
qm7_6897.xyz,-273.396618251135,0.5859,-7.2124,7.7983,0.18766
qm7_6898.xyz,-290.639616625392,1.7287,-6.1611,7.8898,0.46638
qm7_6899.xyz,-288.218805849234,0.856,-8.2548,9.1108,1.75193
qm7_69.xyz,-194.952463026409,0.7497,-6.7755,7.5252,0.07511
qm7_690.xyz,-270.041569343271,-1.4045,-7.1914,5.7869,1.03891
qm7_6900.xyz,-290.631398947500,2.0075,-6.2193,8.2268,0.32748
qm7_6901.xyz,-290.632729029845,1.7011,-6.1859,7.887,0.36515
qm7_6902.xyz,-290.645043902815,1.8386,-6.4006,8.2392,0.49646
qm7_6903.xyz,-290.639434176681,1.5986,-6.1663,7.7649,0.48679
qm7_6904.xyz,-290.637706351991,1.8235,-6.1253,7.9488,0.45485
qm7_6905.xyz,-290.664695595891,1.6669,-6.2047,7.8716,0.31669
qm7_6906.xyz,-289.426809182024,0.5515,-6.2839,6.8354,0.39895
qm7_6907.xyz,-288.174525916256,1.127,-6.5051,7.6321,0.47281
qm7_6908.xyz,-272.144295840402,1.3071,-7.4768,8.7839,0.35235
qm7_6909.xyz,-290.638966546721,1.5921,-6.2184,7.8105,0.45566
qm7_691.xyz,-270.026769275432,-0.825,-7.0865,6.2615,0.85871
qm7_6910.xyz,-290.634650254014,1.6216,-6.7866,8.4082,0.64458
qm7_6911.xyz,-290.640164707120,1.7047,-6.2171,7.9218,0.45674
qm7_6912.xyz,-287.036105698196,-0.4238,-5.7202,5.2964,0.58685
qm7_6913.xyz,-285.781702642476,-0.1174,-5.979,5.8616,0.71607
qm7_6914.xyz,-288.262110896071,1.2151,-5.7388,6.9539,0.81137
qm7_6915.xyz,-290.633321054182,1.8824,-6.0058,7.8882,0.23570
qm7_6916.xyz,-290.625819960218,1.7016,-6.2617,7.9633,0.46869
qm7_6917.xyz,-290.629395119235,1.867,-6.4827,8.3497,0.36455
qm7_6918.xyz,-290.661509297860,1.6767,-5.8942,7.5709,0.36583
qm7_6919.xyz,-272.191691246118,0.7593,-6.8266,7.5859,0.28279
qm7_692.xyz,-270.023577848897,-0.8518,-7.2011,6.3493,0.93525
qm7_6920.xyz,-289.426208504541,0.5787,-5.9212,6.4999,0.46225
qm7_6921.xyz,-288.208484048852,-0.6859,-6.2816,5.5957,0.45738
qm7_6922.xyz,-288.175761670801,1.1397,-6.5357,7.6754,0.45494
qm7_6923.xyz,-286.953736995524,-0.6495,-6.4957,5.8462,0.39476
qm7_6924.xyz,-289.435404240744,0.6556,-6.0957,6.7513,0.33632
qm7_6925.xyz,-289.434759363265,0.7475,-6.1648,6.9123,0.53811
qm7_6926.xyz,-290.634612112907,1.703,-6.2041,7.9071,0.42624
qm7_6927.xyz,-290.641135769754,1.7275,-6.4361,8.1636,0.49555
qm7_6928.xyz,-287.032715079133,0.1226,-5.8044,5.927,1.06927
qm7_6929.xyz,-285.780279572143,0.3373,-6.087,6.4243,1.18823
qm7_693.xyz,-230.436974750575,-1.6069,-6.8538,5.2469,0.29456
qm7_6930.xyz,-272.175401535029,0.6067,-6.1876,6.7943,0.13382
qm7_6931.xyz,-288.259875330884,1.3483,-5.882,7.2303,0.74615
qm7_6932.xyz,-303.037630352228,-0.258,-6.48,6.222,0.98359
qm7_6933.xyz,-301.780620469854,-0.1498,-6.8305,6.6807,1.13719
qm7_6934.xyz,-304.266770407737,0.8001,-6.9876,7.7877,0.78586
qm7_6935.xyz,-304.204931391050,0.2041,-6.1112,6.3153,0.83471
qm7_6936.xyz,-302.952675847289,0.1248,-6.345,6.4698,0.77248
qm7_6937.xyz,-305.443060029774,0.5169,-6.0002,6.5171,0.90568
qm7_6938.xyz,-290.627941605537,1.9566,-6.5561,8.5127,0.38593
qm7_6939.xyz,-304.182944846407,-0.145,-7.3239,7.1789,1.07563
qm7_694.xyz,-272.462493734691,1.6181,-7.5231,9.1412,0.65100
qm7_6940.xyz,-305.421373655410,0.2472,-7.2582,7.5054,1.18917
qm7_6941.xyz,-272.203631041176,0.4309,-6.9415,7.3724,0.21227
qm7_6942.xyz,-273.400924390587,1.9119,-7.6627,9.5746,0.03868
qm7_6943.xyz,-304.152506796971,-0.3592,-6.4727,6.1135,0.11234
qm7_6944.xyz,-305.386256482173,-0.0976,-6.3545,6.2569,0.20471
qm7_6945.xyz,-290.636692854842,1.7022,-6.1385,7.8407,0.46050
qm7_6946.xyz,-290.638808505209,1.5574,-6.7375,8.2949,0.59904
qm7_6947.xyz,-306.644304454373,1.5815,-5.9399,7.5214,0.81834
qm7_6948.xyz,-290.636993381073,1.6758,-6.5461,8.2219,0.53206
qm7_6949.xyz,-290.629583051685,1.8598,-5.95,7.8098,0.23652
qm7_695.xyz,-271.235752823344,0.4298,-6.8385,7.2683,0.84949
qm7_6950.xyz,-304.230892922866,0.1991,-6.2923,6.4914,1.17240
qm7_6951.xyz,-302.979582125134,0.4524,-6.5949,7.0473,1.00592
qm7_6952.xyz,-304.251307019967,0.317,-5.5442,5.8612,1.06070
qm7_6953.xyz,-272.207112551320,0.6763,-6.2922,6.9685,0.14055
qm7_6954.xyz,-306.644223480192,1.5265,-6.5626,8.0891,1.21480
qm7_6955.xyz,-305.469512968131,0.9899,-6.1818,7.1717,1.20591
qm7_6956.xyz,-304.283433625821,0.8881,-6.2858,7.1739,1.56863
qm7_6957.xyz,-303.055995293644,-0.0256,-6.0408,6.0152,1.56837
qm7_6958.xyz,-301.798620214996,0.0353,-6.4163,6.4516,1.71196
qm7_6959.xyz,-302.976920644764,-1.4209,-7.4115,5.9906,1.75295
qm7_696.xyz,-270.036385891562,-1.4024,-7.0297,5.6273,1.67709
qm7_6960.xyz,-304.204577108622,0.1701,-6.1256,6.2957,0.83267
qm7_6961.xyz,-301.721654465402,-1.6332,-7.5908,5.9576,1.58501
qm7_6962.xyz,-302.950274215513,0.1027,-6.2907,6.3934,0.83796
qm7_6963.xyz,-304.219599603603,-0.6371,-5.5288,4.8917,0.84315
qm7_6964.xyz,-273.399099259236,0.5996,-7.2298,7.8294,0.13362
qm7_6965.xyz,-304.213746838593,-1.309,-7.3846,6.0756,1.91023
qm7_6966.xyz,-305.439970021652,0.4529,-5.9948,6.4477,0.90534
qm7_6967.xyz,-303.035558204527,-0.2481,-6.3762,6.1281,0.93550
qm7_6968.xyz,-301.782873412852,-0.098,-6.7186,6.6206,0.92865
qm7_6969.xyz,-304.263995456427,0.77,-6.8156,7.5856,0.89662
qm7_697.xyz,-272.467567352605,1.4195,-7.5257,8.9452,0.60504
qm7_6970.xyz,-290.635638955925,1.7562,-6.7775,8.5337,0.64240
qm7_6971.xyz,-288.168167857905,-0.184,-6.6604,6.4764,0.55566
qm7_6972.xyz,-286.911321383906,-0.2316,-6.9418,6.7102,0.69475
qm7_6973.xyz,-285.656996262191,0.1747,-7.1249,7.2996,0.58198
qm7_6974.xyz,-290.637986778380,1.684,-6.5613,8.2453,0.68399
qm7_6975.xyz,-272.147543968667,1.3874,-7.3947,8.7821,0.28007
qm7_6976.xyz,-289.402106589842,0.4322,-6.7326,7.1648,0.71696
qm7_6977.xyz,-288.145518480888,0.9277,-7.0182,7.9459,0.85719
qm7_6978.xyz,-306.642358432985,1.7236,-6.4529,8.1765,0.37453
qm7_6979.xyz,-302.981633442237,-0.6435,-7.6688,7.0253,1.93215
qm7_698.xyz,-271.260429310405,-0.4143,-7.1724,6.7581,1.02503
qm7_6980.xyz,-301.726145601001,-0.3178,-7.8201,7.5023,1.82600
qm7_6981.xyz,-304.216685190586,0.4993,-7.784,8.2833,2.08861
qm7_6982.xyz,-290.636552391643,1.6424,-6.1119,7.7543,0.47540
qm7_6983.xyz,-290.644813718659,1.5713,-6.6202,8.1915,0.49543
qm7_6984.xyz,-306.643516214796,1.635,-5.9651,7.6001,0.62942
qm7_6985.xyz,-306.652666609031,1.4651,-5.895,7.3601,0.96542
qm7_6986.xyz,-273.398855430748,0.5543,-6.8001,7.3544,0.24046
qm7_6987.xyz,-288.196797622209,0.4403,-6.5375,6.9778,0.50488
qm7_6988.xyz,-286.941933843158,0.3385,-6.338,6.6765,0.65963
qm7_6989.xyz,-290.643127577803,1.5163,-6.4892,8.0055,0.43550
qm7_699.xyz,-272.469303007217,1.6178,-7.538,9.1558,0.61227
qm7_6990.xyz,-289.434204832694,0.5954,-5.8883,6.4837,0.36928
qm7_6991.xyz,-304.243547342234,-0.8125,-6.2415,5.429,1.04412
qm7_6992.xyz,-302.982795166127,-0.6229,-6.3938,5.7709,1.13620
qm7_6993.xyz,-305.474953038359,0.9934,-6.0937,7.0871,1.09076
qm7_6994.xyz,-303.056910486831,-0.7663,-6.2117,5.4454,1.36025
qm7_6995.xyz,-301.798596772621,-0.5033,-6.49,5.9867,1.48860
qm7_6996.xyz,-304.285511918620,0.9276,-6.2897,7.2173,1.40053
qm7_6997.xyz,-272.148421028405,1.3735,-6.898,8.2715,0.48687
qm7_6998.xyz,-306.645923960110,1.6104,-6.2785,7.8889,0.65487
qm7_6999.xyz,-304.221270159272,-0.6391,-5.7193,5.0802,0.88863
qm7_7.xyz,-117.666887595967,2.1604,-8.3912,10.5516,0.00346
qm7_70.xyz,-231.991137006446,1.1706,-6.5502,7.7208,0.38139
qm7_700.xyz,-271.266770464512,-0.141,-6.9078,6.7668,1.10977
qm7_7000.xyz,-302.994632155567,-1.9132,-7.2097,5.2965,1.80459
qm7_7001.xyz,-302.961932670694,-0.6196,-5.9452,5.3256,1.03723
qm7_7002.xyz,-301.734446114021,-2.0298,-7.5261,5.4963,1.80732
qm7_7003.xyz,-305.446585035309,0.6433,-5.8111,6.4544,0.79584
qm7_7004.xyz,-304.223345356352,-1.1505,-7.2984,6.1479,1.82993
qm7_7005.xyz,-290.635962147954,1.91,-6.1922,8.1022,0.50996
qm7_7006.xyz,-289.407980052019,0.7306,-5.9402,6.6708,0.41556
qm7_7007.xyz,-289.407044311154,0.5514,-6.2809,6.8323,0.55859
qm7_7008.xyz,-273.399265973994,0.5928,-7.1363,7.7291,0.15978
qm7_7009.xyz,-290.637709418089,1.843,-6.1975,8.0405,0.48181
qm7_701.xyz,-271.256825974667,-0.4625,-7.1975,6.735,1.09933
qm7_7010.xyz,-288.162473714914,1.3684,-6.0379,7.4063,0.35852
qm7_7011.xyz,-290.634757970959,1.7336,-6.2658,7.9994,0.43547
qm7_7012.xyz,-289.400996429774,0.5516,-6.3257,6.8773,0.48646
qm7_7013.xyz,-288.149954630233,1.3613,-6.5024,7.8637,0.51611
qm7_7014.xyz,-289.406253640622,0.8591,-6.377,7.2361,0.38873
qm7_7015.xyz,-289.406594534491,0.5459,-6.4519,6.9978,0.40912
qm7_7016.xyz,-290.637651718680,1.6999,-6.286,7.9859,0.40294
qm7_7017.xyz,-290.636052522040,1.6251,-6.784,8.4091,0.61257
qm7_7018.xyz,-288.155324741516,1.1452,-6.4587,7.6039,0.35907
qm7_7019.xyz,-272.148182410637,1.2233,-7.3989,8.6222,0.35119
qm7_702.xyz,-269.987201447630,1.3736,-7.0946,8.4682,0.64296
qm7_7020.xyz,-290.634551782009,1.6283,-6.7861,8.4144,0.63917
qm7_7021.xyz,-290.624673038520,1.987,-6.5342,8.5212,0.41085
qm7_7022.xyz,-289.395750256363,0.5111,-6.5089,7.02,0.43513
qm7_7023.xyz,-290.626623928976,1.9284,-6.5364,8.4648,0.39373
qm7_7024.xyz,-288.145403093151,1.2312,-6.5996,7.8308,0.36334
qm7_7025.xyz,-290.631175530302,1.7431,-6.1912,7.9343,0.43534
qm7_7026.xyz,-289.397620847620,0.5303,-6.2542,6.7845,0.51436
qm7_7027.xyz,-288.146105432852,1.3343,-6.3868,7.7211,0.58671
qm7_7028.xyz,-289.399872072892,0.4358,-5.9086,6.3444,0.41048
qm7_7029.xyz,-289.399209813693,0.4889,-5.9385,6.4274,0.40695
qm7_703.xyz,-269.988539234622,1.0625,-7.2402,8.3027,0.77327
qm7_7030.xyz,-273.402269029330,0.4629,-7.1402,7.6031,0.13500
qm7_7031.xyz,-290.632582619133,1.7102,-6.1867,7.8969,0.41189
qm7_7032.xyz,-288.153678147357,1.2502,-6.2643,7.5145,0.38014
qm7_7033.xyz,-290.635058184244,1.7585,-6.7513,8.5098,0.66980
qm7_7034.xyz,-289.406130980136,0.4696,-6.4828,6.9524,0.65543
qm7_7035.xyz,-290.636898695573,1.6312,-6.7659,8.3971,0.64982
qm7_7036.xyz,-288.159424556586,1.0949,-6.5555,7.6504,0.73105
qm7_7037.xyz,-290.643504901168,1.5795,-6.6713,8.2508,0.48056
qm7_7038.xyz,-290.638737110276,1.6848,-6.3301,8.0149,0.46408
qm7_7039.xyz,-290.628849370554,1.719,-6.9094,8.6284,0.60819
qm7_704.xyz,-234.153580981536,0.4306,-7.2256,7.6562,0.00005
qm7_7040.xyz,-289.395116308647,0.556,-6.884,7.44,0.52928
qm7_7041.xyz,-272.150621949496,1.2138,-7.3928,8.6066,0.31886
qm7_7042.xyz,-286.912849100071,-0.7359,-6.953,6.2171,0.69935
qm7_7043.xyz,-288.174422045196,-0.6714,-6.3098,5.6384,0.67499
qm7_7044.xyz,-288.173034524363,-0.6479,-6.5224,5.8745,0.61247
qm7_7045.xyz,-286.918980356678,-0.6993,-6.5578,5.8585,0.69700
qm7_7046.xyz,-288.143544975981,1.2266,-6.9633,8.1899,0.60388
qm7_7047.xyz,-286.914608597185,-0.7901,-6.7603,5.9702,0.79012
qm7_7048.xyz,-285.669952629885,-0.6475,-6.9501,6.3026,0.89348
qm7_7049.xyz,-289.400459572870,0.7872,-6.6902,7.4774,0.61031
qm7_705.xyz,-268.786833410988,-1.3433,-7.3404,5.9971,1.48537
qm7_7050.xyz,-289.401998980174,0.6837,-6.6769,7.3606,0.56663
qm7_7051.xyz,-289.400710019261,0.6144,-6.9069,7.5213,0.62532
qm7_7052.xyz,-272.200246276462,0.4898,-6.5362,7.026,0.28545
qm7_7053.xyz,-273.396646446566,1.8733,-7.6468,9.5201,0.05551
qm7_7054.xyz,-289.397208499356,0.6386,-6.9241,7.5627,0.64315
qm7_7055.xyz,-290.630289161660,1.6833,-6.9209,8.6042,0.62977
qm7_7056.xyz,-289.403845945917,0.6678,-6.3817,7.0495,0.69713
qm7_7057.xyz,-290.632950657944,1.5911,-6.9524,8.5435,0.57558
qm7_7058.xyz,-288.143358805862,1.3228,-7.0332,8.356,0.73832
qm7_7059.xyz,-288.153646101118,1.5568,-6.9378,8.4946,0.67034
qm7_706.xyz,-268.778382281181,-0.6747,-7.1793,6.5046,1.12843
qm7_7060.xyz,-289.399991261749,0.5578,-6.6335,7.1913,0.61318
qm7_7061.xyz,-289.397752076063,0.4253,-7.0705,7.4958,0.61370
qm7_7062.xyz,-290.631220476904,1.6939,-6.9375,8.6314,0.58494
qm7_7063.xyz,-288.149016147452,0.9894,-6.7948,7.7842,0.52334
qm7_7064.xyz,-270.978770063497,-0.6644,-6.2156,5.5512,0.26956
qm7_7065.xyz,-291.866659544719,1.8439,-6.534,8.3779,0.49455
qm7_7066.xyz,-285.728143198011,-1.4901,-8.0416,6.5515,1.50290
qm7_7067.xyz,-286.989768921603,-1.1952,-7.0579,5.8627,1.54306
qm7_7068.xyz,-286.988488958991,-1.23,-7.202,5.972,1.47541
qm7_7069.xyz,-286.974517421633,-0.6186,-7.9554,7.3368,1.52404
qm7_707.xyz,-271.232086052933,0.3141,-7.1645,7.4786,0.76560
qm7_7070.xyz,-285.716474964021,-0.3692,-8.2253,7.8561,1.46295
qm7_7071.xyz,-285.733559355299,-1.0858,-7.248,6.1622,1.43695
qm7_7072.xyz,-286.985530164236,-1.4545,-7.8226,6.3681,1.75695
qm7_7073.xyz,-286.983725052028,-1.4016,-7.8137,6.4121,1.48192
qm7_7074.xyz,-285.716116258000,-0.9892,-8.0765,7.0873,1.92169
qm7_7075.xyz,-272.207198621628,0.7627,-6.3225,7.0852,0.10678
qm7_7076.xyz,-288.216410676482,0.1728,-7.6618,7.8346,1.51921
qm7_7077.xyz,-285.732807869243,-1.3216,-7.4008,6.0792,1.41447
qm7_7078.xyz,-284.453361902188,0.0507,-8.4587,8.5094,1.37974
qm7_7079.xyz,-284.482838327088,-1.1197,-7.7001,6.5804,1.38498
qm7_708.xyz,-270.032402184960,-1.4774,-7.1965,5.7191,1.55498
qm7_7080.xyz,-285.730771271317,-1.5224,-8.0136,6.4912,1.62458
qm7_7081.xyz,-284.477029348511,-1.3389,-8.2407,6.9018,1.84701
qm7_7082.xyz,-286.963168290953,0.5872,-8.0369,8.6241,1.50340
qm7_7083.xyz,-290.637743403148,0.7749,-6.3888,7.1637,0.53149
qm7_7084.xyz,-286.995282151875,-1.5525,-7.105,5.5525,1.73188
